cell_id,cell_label,10X_cell_type,tsne_x,tsne_y
efnajlfm-1,122599,Tumor Cells,-135.59946,-39.052452
efnfnjbe-1,122633,SOX2-OT+ Tumor Cells,174.50734,76.17471
efnkcgkg-1,122669,Proliferative Tumor Cells,-186.47421,-81.76154
efnkgjok-1,122671,Tumor Cells,-71.97255,-73.373474
efnnhjmf-1,122697,Tumor Cells,-118.73416,-72.34711
efobiajg-1,122723,Tumor Cells,-55.93063,-97.94126
efobiman-1,122724,Macrophages,-133.42628,41.970253
efogdcmn-1,122756,Tumor Cells,-166.60489,-70.31091
efohgeom-1,122765,Proliferative Tumor Cells,-168.57376,0.44885778
efondhoa-1,122791,Tumor Cells,-69.70548,-74.245285
efopifao-1,122808,Tumor Cells,148.28552,-42.348053
efpafhjc-1,122816,Tumor Associated Fibroblasts,-162.6184,2.3117015
efplnimo-1,122902,Tumor Cells,-31.863306,-53.245193
efpnhkoa-1,122911,Tumor Cells,-134.63612,-55.730698
egaghfka-1,122976,Tumor Cells,-83.08388,-73.702095
egaimkle-1,122986,Tumor Cells,-70.33281,-56.520023
egapjmcd-1,123036,Tumor Associated Fibroblasts,-161.89546,43.375835
egbcehcm-1,123060,Tumor Cells,-182.66013,-80.32849
egbgdbeb-1,123079,Tumor Cells,8.064624,-59.042156
egbkkpfg-1,123103,T and NK Cells,-92.645515,22.820045
egcapkoh-1,123160,Macrophages,24.018572,22.540585
egcbkacn-1,123166,Tumor Cells,-58.53158,-73.71936
egcdgpbn-1,123180,Tumor Cells,110.421776,-6.362059
egckjmfo-1,123227,Tumor Cells,4.026,-71.554306
egclfddm-1,123230,Tumor Cells,-66.690384,-68.08357
egcomnkc-1,123266,Tumor Cells,6.823243,-37.35663
egcpnjjb-1,123271,T and NK Cells,119.545296,34.50342
egdaigjk-1,123276,Macrophages,28.876085,13.519318
egdaoklg-1,123278,Macrophages,-82.112686,6.4423933
egddogei-1,123305,Tumor Associated Fibroblasts,35.90837,49.522274
egdfilkl-1,123310,Tumor Associated Fibroblasts,-139.67494,-30.323208
egdgmghg-1,123320,Tumor Cells,-166.98494,-65.037544
egdkdgkf-1,123342,Tumor Cells,-98.389565,-70.60334
egdlifhp-1,123352,Unassigned,-145.51228,-54.809994
egdllhcl-1,123356,Tumor Cells,-45.96389,-42.32681
egdpelnk-1,123387,SOX2-OT+ Tumor Cells,156.26363,62.017704
egeejggh-1,123425,Unassigned,-144.7794,-38.347843
egemjlbe-1,123480,Proliferative Tumor Cells,-145.97363,-23.202671
egfapdcn-1,123508,Tumor Associated Fibroblasts,48.88601,55.667923
egfddanb-1,123526,Tumor Cells,-132.32596,-126.74377
egfdmonk-1,123532,Tumor Cells,-0.32132542,-78.98335
egfhdojj-1,123552,Pericytes,-50.46466,42.409073
egfkmoll-1,123582,Tumor Cells,-39.18379,-56.10617
eggicdpi-1,123667,Tumor Associated Fibroblasts,-139.84859,174.30588
eggkefad-1,123680,Tumor Cells,-122.41937,-81.507034
eggmopcl-1,123698,Proliferative Tumor Cells,-116.19147,-96.87751
eghbjmom-1,123749,Tumor Cells,-152.8558,-43.523186
eghcjegk-1,123760,Tumor Cells,-135.03578,-32.339546
eghcoald-1,123762,Unassigned,-185.94551,-22.076561
eghnbiic-1,123813,Tumor Associated Fibroblasts,-17.868948,24.072147
eghpljaj-1,123833,Tumor Associated Fibroblasts,-60.28689,-33.270527
egibhjge-1,123847,Tumor Cells,-144.02972,7.290438
egimbhan-1,123917,Tumor Associated Fibroblasts,-28.59118,28.203993
egiolpdd-1,123932,Macrophages,-148.51367,-6.64563
egjanjhn-1,123947,Tumor Associated Fibroblasts,24.340595,85.2836
egjepjeo-1,123971,Tumor Associated Fibroblasts,-19.10583,12.354519
egjldmao-1,124000,Tumor Associated Fibroblasts,-182.6294,-32.484512
egjmflhf-1,124009,Tumor Associated Fibroblasts,-180.68088,-29.552328
egjnehij-1,124018,Tumor Associated Fibroblasts,-187.33662,-26.734137
egjpbcia-1,124030,Tumor Cells,-94.3587,-18.947262
egkbifbb-1,124046,Macrophages,-40.613194,1.9006796
egkchjad-1,124052,SOX2-OT+ Tumor Cells,-5.3028736,11.091592
egkdibhg-1,124057,Unassigned,-158.62108,-40.93179
egkidakl-1,124090,Tumor Associated Fibroblasts,-23.488386,27.176846
egkjpfcj-1,124108,Tumor Cells,-49.191162,-92.13672
egkkmfek-1,124112,Tumor Cells,-46.47401,-66.35577
eglbngel-1,124148,Tumor Associated Fibroblasts,-62.987225,167.19489
eglccnem-1,124150,Tumor Associated Fibroblasts,-44.594746,4.521404
egldaheh-1,124157,Tumor Cells,-47.372078,-68.43589
eglfebfk-1,124171,Tumor Cells,-24.248777,-79.93066
egljceae-1,124207,Ciliated Epithelial Cells,-159.11366,-93.98239
eglkcmca-1,124214,Proliferative Tumor Cells,-161.6324,-114.54633
eglndlje-1,124238,Macrophages,-176.36748,-35.65551
egmbbbmo-1,124273,Tumor Cells,-132.88715,-66.57225
egmgpplb-1,124335,Tumor Cells,-19.838322,-50.485863
egmhahek-1,124336,Tumor Associated Fibroblasts,-14.948424,-7.963703
egmhebmj-1,124339,Tumor Cells,-110.45138,-60.800793
egmijnen-1,124343,Tumor Cells,-67.54983,-76.3824
egmkimhl-1,124354,Tumor Cells,11.534251,-59.239113
egnclood-1,124423,Tumor Cells,-120.614044,-52.63901
egnepomg-1,124445,Tumor Associated Fibroblasts,-64.644905,165.8965
egnhgnbl-1,124463,Tumor Associated Fibroblasts,114.07113,82.6785
egobkfki-1,124526,Proliferative Tumor Cells,-193.37827,-81.8306
egocjklp-1,124536,Tumor Associated Fibroblasts,-113.87159,-22.15369
egoedpfk-1,124547,Tumor Associated Fibroblasts,-33.75715,28.261698
egoicddk-1,124582,Macrophages,-169.63467,-36.37417
egphfhgo-1,124677,Macrophages,-145.43315,-29.534561
ehabnlfg-1,124752,Tumor Associated Fibroblasts,142.95367,77.69091
ehacpnjb-1,124761,Tumor Associated Fibroblasts,-191.97179,-29.818361
ehaekpgf-1,124777,Tumor Associated Fibroblasts,-23.824116,19.883848
ehafiinm-1,124786,Tumor Associated Fibroblasts,-217.0662,43.78934
ehaioaka-1,124809,Proliferative Tumor Cells,-71.73226,-130.842
ehaiopfk-1,124810,Proliferative Tumor Cells,-72.75035,-137.96414
ehamdbdi-1,124825,Tumor Associated Fibroblasts,-220.85997,33.81566
ehbhffgi-1,124909,Tumor Associated Fibroblasts,-157.47694,-29.187601
ehbkogme-1,124934,Proliferative Tumor Cells,-108.05655,-137.38577
ehbnefgb-1,124948,Macrophages,21.769772,-27.022966
ehbphpal-1,124962,Tumor Cells,138.52455,-32.197933
ehcaoona-1,124970,Pericytes,-37.17594,9.898407
ehceeoik-1,124996,Tumor Associated Fibroblasts,-132.05359,-19.313751
ehcenmad-1,125000,Proliferative Tumor Cells,-104.53729,-131.70776
ehcimhaf-1,125032,Tumor Cells,-116.71419,-117.323784
ehcjokdo-1,125038,Tumor Cells,-151.43243,-126.831474
ehdbiocd-1,125086,Tumor Associated Fibroblasts,-182.75235,13.463469
ehdblekm-1,125087,Tumor Associated Fibroblasts,-170.07056,18.240211
ehdeimpo-1,125112,Macrophages,-100.11162,-25.903336
ehdfgglo-1,125117,Proliferative Tumor Cells,25.979292,-64.57113
ehdgmfma-1,125130,Tumor Cells,5.043173,-73.627846
ehdopfel-1,125186,Stromal Associated Fibroblasts,-113.476036,-14.908763
ehegofle-1,125228,Macrophages,46.51672,239.91313
ehekdfml-1,125251,Stromal Associated Fibroblasts,9.743716,127.503914
ehekefji-1,125252,Stromal Associated Endothelial Cells,35.986233,84.07348
eheoeain-1,125281,Macrophages,1.890722,64.41063
eheohcpl-1,125284,Smooth Muscle Cells,88.57446,157.27136
ehfamhkf-1,125298,Smooth Muscle Cells,-107.07995,109.19337
ehfbamna-1,125300,Smooth Muscle Cells,-67.07675,104.11836
ehfeajkh-1,125320,Macrophages,-20.562166,178.25844
ehfeeffh-1,125323,Stromal Associated Endothelial Cells,127.87682,77.307045
ehffbgfh-1,125330,Smooth Muscle Cells,-71.80426,226.62837
ehffhkhp-1,125332,Stromal Associated Endothelial Cells,121.03051,102.34065
ehfigkkl-1,125358,Smooth Muscle Cells,51.80877,73.932
ehfocghd-1,125400,Macrophages,0.53369904,168.60828
ehfpmbmd-1,125410,SOX2-OT+ Tumor Cells,137.51302,12.135536
ehgblkch-1,125420,Macrophages,181.68675,73.85486
ehggpoji-1,125460,Macrophages,106.9879,80.08525
ehgpoalo-1,125532,Stromal Associated Fibroblasts,-117.69772,-18.03116
ehhdlfbj-1,125555,Smooth Muscle Cells,-56.74993,52.231728
ehhgpnoe-1,125580,Stromal Associated Fibroblasts,-127.14579,117.41907
ehhmfaik-1,125611,Stromal Associated Fibroblasts,136.7908,64.25134
ehibfeol-1,125651,Stromal Associated Endothelial Cells,-190.18143,-27.412045
ehicjlef-1,125655,T and NK Cells,118.668594,32.66365
ehickhec-1,125657,Stromal Associated Endothelial Cells,-114.07121,-11.59403
ehiedcgc-1,125670,Smooth Muscle Cells,80.6178,203.93831
ehiffbla-1,125678,Smooth Muscle Cells,127.670685,172.17477
ehigpcdk-1,125688,Smooth Muscle Cells,120.09233,141.62857
ehiiaikd-1,125696,Stromal Associated Fibroblasts,-160.42982,116.208565
ehiijemn-1,125701,Macrophages,-147.4774,141.49937
ehjahoem-1,125759,Tumor Associated Fibroblasts,-36.56934,70.974815
ehjfkjib-1,125800,Macrophages,-67.59024,114.86973
ehjhmmcg-1,125817,Stromal Associated Endothelial Cells,41.01259,95.106
ehjkdngo-1,125835,Smooth Muscle Cells,113.999794,174.64764
ehjnbjbo-1,125849,Proliferative Tumor Cells,-72.16238,-76.06126
ehjpmgdd-1,125877,Proliferative Tumor Cells,-85.381584,-59.914116
ehkagpak-1,125887,Tumor Cells,-5.501572,-70.77214
ehkcdkcp-1,125901,Stromal Associated Endothelial Cells,-69.41785,112.65721
ehknacbn-1,125976,Proliferative Tumor Cells,-144.67213,-120.62076
ehlkhaip-1,126066,Tumor Cells,-88.763504,-62.399357
ehlneana-1,126089,Tumor Cells,-87.563515,-122.067856
ehmckgmf-1,126125,Tumor Associated Fibroblasts,-176.2067,-18.502453
ehnabclg-1,126205,Tumor Cells,120.00987,-17.320192
ehnbdjii-1,126216,Proliferative Tumor Cells,-172.37952,-85.98275
ehnbpinf-1,126222,Tumor Cells,-128.38994,-160.62497
ehncjcci-1,126229,Macrophages,-49.37486,-69.383575
ehncohdc-1,126236,Proliferative Tumor Cells,-125.38918,-79.446625
ehneioif-1,126243,Tumor Associated Fibroblasts,-181.7897,-17.366165
ehngaong-1,126250,Proliferative Tumor Cells,-74.23658,-132.3082
ehnomgmd-1,126294,Tumor Associated Fibroblasts,-46.83489,5.2918615
ehobmlne-1,126315,Tumor Associated Fibroblasts,-158.09883,-45.755142
ehocknga-1,126321,Proliferative Tumor Cells,2.2722445,-77.72347
ehogdofa-1,126342,Tumor Cells,-170.65013,-76.79176
ehopchhf-1,126396,Tumor Cells,-14.416736,-95.36023
ehpalpai-1,126404,Tumor Associated Fibroblasts,-193.17659,48.342354
ehpdhghg-1,126425,Tumor Associated Fibroblasts,-57.768345,20.589636
ehpedjdf-1,126429,Tumor Associated Fibroblasts,-190.38571,-25.758842
ehphnkam-1,126452,Tumor Cells,-43.76797,-110.03805
ehpmafmb-1,126482,Tumor Cells,-20.27477,-98.28391
ehpnmjlc-1,126495,Tumor Cells,-145.41708,-137.68842
ehpoobnj-1,126504,Proliferative Tumor Cells,-110.78502,-116.5982
eiaampjc-1,126514,Macrophages,-8.015947,3.5098763
eiacjpcd-1,126519,Tumor Associated Fibroblasts,-207.24355,-21.35109
eiahnlme-1,126554,Tumor Associated Fibroblasts,-57.07003,3.645025
eiaiblli-1,126555,Tumor Associated Fibroblasts,-136.82828,-1.8482672
eianeoii-1,126595,Tumor Associated Fibroblasts,-137.28764,-17.836695
eibaiceo-1,126614,Tumor Cells,143.08417,-39.28166
eibdcbnm-1,126637,Macrophages,-57.30848,-4.079146
eibekofk-1,126651,Proliferative Tumor Cells,-130.91034,-101.0775
eicbbjlg-1,126724,Proliferative Tumor Cells,-83.86489,-67.47852
eicegcbc-1,126749,Stromal Associated Endothelial Cells,-27.672638,4.964297
eicfligb-1,126758,Smooth Muscle Cells,138.55624,128.82124
eicjnkaa-1,126780,Tumor Associated Fibroblasts,-23.868261,21.735846
eicnejdc-1,126799,Proliferative Tumor Cells,-149.38155,-63.048927
eidfmadj-1,126862,Tumor Associated Endothelial Cells,-53.877674,27.889942
eiedemok-1,126958,Macrophages,-34.23838,180.30083
eiedmobk-1,126965,Tumor Associated Endothelial Cells,-145.77364,50.976147
eiegefbd-1,126980,Macrophages,-125.616,-20.89253
eiehlghe-1,126989,Proliferative Tumor Cells,-83.1583,-59.813942
eiekfehe-1,127002,Proliferative Tumor Cells,-67.32761,-50.13539
eieldbij-1,127007,Macrophages,27.38679,165.76154
eieomfeo-1,127034,Proliferative Tumor Cells,-161.17204,-95.55909
eifbodah-1,127063,Proliferative Tumor Cells,-113.63786,-71.953026
eifhnlcn-1,127106,Macrophages,-120.132576,-18.502876
eifknhkg-1,127125,Macrophages,-100.06653,75.43497
eiggenhk-1,127198,Tumor Cells,-2.516633,-59.632885
eigkepab-1,127226,Proliferative Tumor Cells,-150.61842,-110.368355
eigodfab-1,127249,Proliferative Tumor Cells,-102.6996,-88.41355
eihafbij-1,127260,Tumor Cells,-80.30192,-121.35618
eihdakkb-1,127280,Tumor Associated Fibroblasts,-152.98032,21.627228
eihecpcp-1,127292,Tumor Associated Fibroblasts,-198.35179,6.09732
eihhglgg-1,127318,Tumor Associated Fibroblasts,-34.07969,8.925005
eihjfocm-1,127335,Tumor Associated Fibroblasts,-208.2108,-11.847896
eihjlhkm-1,127338,Proliferative Tumor Cells,-30.220552,-79.76249
eihlmpkn-1,127356,Pericytes,-144.23996,17.338287
eiicapbd-1,127401,Macrophages,-206.94917,-25.248693
eiickooc-1,127406,Tumor Associated Fibroblasts,-208.5146,-23.54725
eiieocam-1,127425,Pericytes,-136.68643,14.046052
eiigkgok-1,127434,Tumor Associated Fibroblasts,-170.2601,-12.288382
eiijabpm-1,127453,Macrophages,-48.04453,14.004943
eiioagnc-1,127484,Proliferative Tumor Cells,-141.83214,-115.74799
eiiocepm-1,127485,Proliferative Tumor Cells,-27.508984,-102.706
eijggeha-1,127541,Proliferative Tumor Cells,-79.43137,-127.835236
eijhjfik-1,127545,Tumor Cells,-14.833142,-98.57868
eikbkmej-1,127618,Tumor Associated Fibroblasts,-229.87378,18.11701
eikgekpc-1,127645,Tumor Cells,17.177563,-37.06105
eikhncii-1,127655,Tumor Associated Fibroblasts,-202.87167,-27.07853
eikihkak-1,127658,Pericytes,-181.91591,-34.687325
eikkamdk-1,127666,Proliferative Tumor Cells,-148.0157,-95.78344
eiknpncm-1,127692,Tumor Associated Fibroblasts,-179.45818,-15.825371
eikpingh-1,127699,Proliferative Tumor Cells,-122.62056,-120.37855
eilddfll-1,127728,Proliferative Tumor Cells,-189.63469,-89.61982
eiliaelo-1,127763,Tumor Cells,-33.534485,-115.36849
eillbddp-1,127779,Pericytes,-59.430485,-1.5813035
eilljofm-1,127785,Tumor Cells,-69.55928,-136.03694
eilnbfdm-1,127806,Tumor Cells,-113.33727,-113.56278
eimlakka-1,127906,Tumor Associated Fibroblasts,-230.21736,1.9132926
eimmpghm-1,127918,Tumor Associated Fibroblasts,-230.51794,0.62546986
eimoihcl-1,127928,Proliferative Tumor Cells,-140.1197,-144.50912
einchclc-1,127957,Tumor Cells,-40.176697,-122.9145
einehaje-1,127971,Proliferative Tumor Cells,-190.63573,-100.236946
einflmnl-1,127976,Proliferative Tumor Cells,-153.01933,-133.28806
eingflhg-1,127982,Tumor Cells,-95.335556,-23.631403
einjddjm-1,128003,Macrophages,-81.5904,13.103453
einkjegn-1,128014,Macrophages,20.29473,-30.819029
eioahigb-1,128044,Tumor Associated Fibroblasts,-169.15105,16.534214
eiocbmhd-1,128053,Proliferative Tumor Cells,-141.34067,-119.930855
eioemcfk-1,128072,Proliferative Tumor Cells,-104.9731,-105.585785
eiogpohb-1,128098,Tumor Cells,138.20557,-23.092941
eioipjlo-1,128113,Macrophages,-90.50632,-17.10194
eiolodpd-1,128136,Macrophages,12.974562,-36.911644
eipaephb-1,128159,Proliferative Tumor Cells,-110.7804,-80.225494
eipdncka-1,128197,Proliferative Tumor Cells,-130.71846,-68.24093
eiplpepk-1,128247,Unassigned,125.561195,-17.04728
eipmnipk-1,128252,Tumor Cells,108.964935,-2.4185162
eipoaamh-1,128262,Tumor Cells,6.099437,-43.79291
eipoiccj-1,128264,Pericytes,-46.938293,2.302009
ejaaajbh-1,128272,Macrophages,-135.97076,-41.401356
ejadfdmf-1,128293,Macrophages,40.77519,48.982506
ejajlomj-1,128337,Proliferative Tumor Cells,-131.35327,-77.220474
ejbbmplb-1,128395,T and NK Cells,-148.14523,-82.84573
ejbhgbfm-1,128432,Macrophages,-158.92203,50.322433
ejbhhpkh-1,128433,Macrophages,-149.2638,-41.532627
ejbmdfdm-1,128466,Tumor Associated Fibroblasts,-118.966675,-15.79143
ejccghcg-1,128507,Stromal Associated Endothelial Cells,-56.10318,27.736694
ejceeold-1,128518,Pericytes,-122.48044,-11.113004
ejcfcamn-1,128526,Tumor Associated Fibroblasts,-169.59206,-33.868996
ejcfcole-1,128528,T and NK Cells,127.99379,6.053228
ejcfdmje-1,128529,T and NK Cells,-67.09752,-30.41556
ejcgmnjc-1,128537,T and NK Cells,79.15025,32.245697
ejclhomm-1,128569,Proliferative Tumor Cells,-133.99034,-88.14815
ejcmglkm-1,128572,T and NK Cells,12.648103,-8.805919
ejcmmkep-1,128576,Tumor Cells,-12.983478,-10.209068
ejcnpngg-1,128586,Tumor Associated Fibroblasts,-34.66075,11.035073
ejcolgbo-1,128596,Proliferative Tumor Cells,-11.617341,-74.505226
ejcpihep-1,128604,Proliferative Tumor Cells,-120.61054,-68.61168
ejdamdag-1,128611,Proliferative Tumor Cells,12.499761,-76.385796
ejdejocn-1,128629,Tumor Associated Endothelial Cells,-152.16435,49.687363
ejdfkidi-1,128639,Macrophages,-148.53024,-29.910397
ejdkabkp-1,128669,Tumor Associated Fibroblasts,-216.73875,2.7645998
ejdmjhnc-1,128692,Tumor Associated Fibroblasts,-183.21004,-18.40472
ejdmklpm-1,128693,Tumor Associated Fibroblasts,-177.4913,-17.417635
ejdpjdkp-1,128714,Tumor Cells,-138.82945,-119.732864
ejebnabm-1,128735,Tumor Cells,137.76602,-30.261478
ejeefbph-1,128753,Tumor Cells,-7.9299936,-79.41268
ejejahph-1,128787,Tumor Associated Fibroblasts,-179.21402,-19.184893
ejejdncc-1,128789,Proliferative Tumor Cells,-18.913734,-87.79396
ejekgaoe-1,128801,Proliferative Tumor Cells,-98.75351,-94.211845
ejenjkoh-1,128818,Macrophages,-130.1631,-22.260675
ejepkcke-1,128834,Tumor Cells,-28.890211,-70.30114
ejepomnh-1,128835,Tumor Cells,10.244967,-94.02861
ejfdapnk-1,128852,Tumor Associated Fibroblasts,-211.01453,-27.657267
ejflenge-1,128905,Tumor Cells,-134.75166,-109.85033
ejfooipd-1,128928,Tumor Cells,-188.40163,-101.354546
ejggmgag-1,128976,Proliferative Tumor Cells,-110.07023,-97.15386
ejgpngaf-1,129034,Proliferative Tumor Cells,-30.835842,-106.7082
ejhbailo-1,129046,Proliferative Tumor Cells,-124.04527,-103.90487
ejhcgake-1,129051,Tumor Cells,-7.9599233,-102.06771
ejhffhbb-1,129075,Proliferative Tumor Cells,-24.238733,-95.567406
ejhgbkfa-1,129080,Tumor Cells,-32.518097,-119.11898
ejhpeepb-1,129142,Tumor Cells,-27.74808,-97.39037
ejhphppp-1,129144,Tumor Cells,135.45421,-43.786762
ejhppfkh-1,129147,Tumor Cells,-162.76425,-117.94968
ejianiim-1,129155,Tumor Associated Fibroblasts,-225.97252,4.324057
ejiedacn-1,129174,Proliferative Tumor Cells,-51.639297,-74.12799
ejigllcb-1,129196,Proliferative Tumor Cells,-133.59904,-111.24413
ejjbmddj-1,129275,Tumor Associated Fibroblasts,-204.51036,6.4818034
ejjcobee-1,129283,Tumor Cells,-159.09926,-107.16354
ejjcokap-1,129284,Proliferative Tumor Cells,-152.34436,-137.11298
ejjhgjgf-1,129305,Proliferative Tumor Cells,-153.87082,-145.79478
ejjhmhag-1,129309,Tumor Associated Endothelial Cells,-147.98656,16.390251
ejjiomgn-1,129321,Tumor Associated Endothelial Cells,-63.957188,20.952648
ejjngaoi-1,129358,Tumor Cells,-86.79457,-135.34334
ejjomeda-1,129374,Tumor Cells,-93.6592,-130.39357
ejkhapig-1,129428,Macrophages,-160.89943,-140.16362
ejklnfaa-1,129465,Proliferative Tumor Cells,-164.91551,-120.03131
ejlcfbag-1,129502,Tumor Associated Fibroblasts,-231.83151,40.718323
ejlflmlo-1,129521,Tumor Cells,-148.49814,-56.392086
ejlhpkjf-1,129535,Tumor Cells,-55.389133,-40.227837
ejlmonni-1,129576,Tumor Cells,-135.3103,-58.84125
ejmbaefp-1,129603,Macrophages,5.3811007,-40.738117
ejmbfbjo-1,129607,Tumor Cells,-137.9998,-56.11359
ejmgeihk-1,129633,Tumor Cells,-159.67636,-71.89646
ejmleigi-1,129662,Tumor Cells,-90.4069,-132.05664
ejnamadd-1,129700,Tumor Associated Fibroblasts,-8.258611,11.092579
ejnollim-1,129797,Proliferative Tumor Cells,-131.7595,-124.68535
ejnpfdfn-1,129802,Tumor Cells,-140.58276,-82.365036
ejoaeaeg-1,129807,Macrophages,-34.41525,15.137065
ejocpkhk-1,129825,Tumor Associated Fibroblasts,141.90714,79.641205
ejogddkb-1,129842,Proliferative Tumor Cells,-169.98341,-85.32246
ejojgogp-1,129865,Proliferative Tumor Cells,-172.79272,-104.64026
ejomalel-1,129879,Tumor Cells,-169.1365,-96.75496
ejopmlja-1,129902,Tumor Associated Fibroblasts,-30.578445,31.370102
ejpcpfcc-1,129922,Tumor Cells,-89.27899,-56.705105
ejpddnkn-1,129924,Tumor Associated Fibroblasts,-19.53739,-12.70999
ejpdgegh-1,129925,Tumor Associated Fibroblasts,-173.11691,-29.211761
ejpeneik-1,129934,Tumor Associated Fibroblasts,-186.08997,-39.728123
ejpjdiin-1,129961,Tumor Associated Fibroblasts,-178.22,-31.293928
ejplffel-1,129978,Tumor Cells,-49.515244,-83.2054
ejpmpchn-1,129984,Tumor Associated Fibroblasts,-19.502203,22.33921
ejpnkgbf-1,129985,Tumor Cells,-20.717997,-22.746899
ejpolpma-1,129995,Tumor Cells,-48.61148,-64.14911
ekaanmfl-1,130007,Tumor Associated Fibroblasts,-28.932642,34.4484
ekafoadg-1,130039,Proliferative Tumor Cells,-109.156876,-109.53063
ekahhhhk-1,130049,Tumor Cells,-82.74513,-123.08087
ekanlhok-1,130107,Proliferative Tumor Cells,-74.642815,-120.29252
ekanmlkk-1,130108,Proliferative Tumor Cells,-138.2396,-105.85996
ekbbfboj-1,130129,Tumor Associated Fibroblasts,-110.46046,-13.0672
ekbehghj-1,130153,Tumor Cells,-23.17729,-72.97923
ekbfooen-1,130166,Proliferative Tumor Cells,-26.38179,-87.71891
ekbjlkgf-1,130191,Proliferative Tumor Cells,-166.43704,-95.83762
ekbldfdf-1,130198,Tumor Associated Fibroblasts,-184.03076,4.379248
ekbpcdna-1,130226,Proliferative Tumor Cells,-140.49675,-93.94447
ekcdffld-1,130266,Proliferative Tumor Cells,-21.277988,-80.282845
ekcnnoki-1,130328,Proliferative Tumor Cells,-146.68164,-132.82024
ekcodgfd-1,130329,Proliferative Tumor Cells,-184.89966,-101.93655
ekcpiakb-1,130341,Tumor Cells,-79.08778,-132.63937
ekdamglk-1,130356,Tumor Associated Fibroblasts,-137.92868,5.1292806
ekdbpdnn-1,130362,Pericytes,-145.09361,22.656929
ekdcldkg-1,130366,Tumor Associated Endothelial Cells,-60.97268,21.259537
ekdfbche-1,130376,Proliferative Tumor Cells,-114.28925,-128.756
ekdfhlkn-1,130379,Proliferative Tumor Cells,-87.44485,-114.63934
ekdggddg-1,130383,Proliferative Tumor Cells,-82.24853,-130.14389
ekdjbeaa-1,130408,Pericytes,-54.1791,19.71962
ekdklnkk-1,130418,Tumor Associated Fibroblasts,-136.5792,3.914176
ekdkmmfi-1,130421,Proliferative Tumor Cells,-80.53186,-128.80557
ekejeino-1,130523,Proliferative Tumor Cells,-147.45457,-137.9456
ekellaio-1,130541,Proliferative Tumor Cells,-91.02129,-139.46805
ekelobcg-1,130543,Tumor Cells,-114.24321,-122.72296
ekfajnib-1,130570,SOX2-OT+ Tumor Cells,-6.0200167,5.1922894
ekfcloma-1,130584,Pericytes,-172.73286,18.259993
ekfdghoe-1,130585,Proliferative Tumor Cells,-75.56602,-117.50163
ekffognf-1,130608,Pericytes,-206.65524,1.8059946
ekfgboib-1,130610,Tumor Associated Fibroblasts,-177.34601,13.616908
ekfgnngp-1,130620,Pericytes,-122.37507,11.482774
ekfgpibg-1,130623,Tumor Associated Fibroblasts,-194.92218,6.885236
ekfjllml-1,130641,Proliferative Tumor Cells,-131.55891,-114.97715
ekfnampl-1,130660,Proliferative Tumor Cells,-135.30699,-147.41318
ekfokohk-1,130672,Macrophages,-171.2317,-9.491936
ekghkmkc-1,130736,Smooth Muscle Cells,-31.212156,13.294673
ekgjfgea-1,130745,Tumor Associated Fibroblasts,-218.84535,37.62004
ekgjmakn-1,130749,Tumor Associated Fibroblasts,-217.82668,40.936314
ekgmlfje-1,130764,Pericytes,-37.675014,26.107555
ekgnkmad-1,130769,Proliferative Tumor Cells,-82.21811,-141.37833
ekgpaffg-1,130777,Tumor Cells,-119.69255,-106.81041
ekhepdpc-1,130824,Tumor Associated Endothelial Cells,-191.9134,9.08363
ekhhcilp-1,130836,Macrophages,-124.53664,-9.225781
ekhhnnkf-1,130843,Macrophages,-165.28625,-41.778503
ekhkfbai-1,130869,Tumor Cells,-32.43024,-87.32989
ekijmfhh-1,130970,Tumor Cells,-120.29163,-110.27865
ekjalhgl-1,131010,Tumor Associated Endothelial Cells,-121.64383,13.511146
ekjchilp-1,131022,Pericytes,-206.62251,12.716329
ekjepmgb-1,131043,Tumor Cells,-16.769728,-103.42134
ekjfodcn-1,131049,Tumor Cells,-175.47664,-100.04042
ekjliaag-1,131082,Macrophages,-198.0484,-91.830574
ekjnhnfc-1,131086,Tumor Cells,-131.41676,-117.52384
ekkccnjp-1,131120,Tumor Cells,-128.98312,-96.215675
ekkdmkmb-1,131130,Tumor Cells,12.779218,-110.63872
ekkecmfd-1,131132,Tumor Cells,-28.48413,-107.23939
ekkikhnd-1,131166,Tumor Cells,-144.42836,-101.65937
ekkjdfbo-1,131174,Tumor Cells,-143.59488,-103.74944
ekklbgom-1,131188,Pericytes,-146.11627,27.714954
ekknofkk-1,131209,Tumor Associated Fibroblasts,-220.11136,62.019806
ekkohkam-1,131212,Tumor Associated Fibroblasts,-221.01451,29.962585
ekkokocp-1,131214,Tumor Cells,-136.55696,-89.91778
eklafjmj-1,131235,Proliferative Tumor Cells,-109.39152,-107.04454
eklclajh-1,131249,Macrophages,-83.8463,111.08055
ekldkgie-1,131254,Tumor Cells,-188.65205,-64.50452
ekleeaoc-1,131258,Tumor Cells,-126.745026,-108.59766
eklfijgd-1,131273,Tumor Associated Fibroblasts,-194.15659,4.4740844
eklgkkko-1,131281,Tumor Associated Fibroblasts,-203.62494,4.1633105
eklhjcac-1,131291,Tumor Associated Fibroblasts,-214.61578,29.57851
eklindoh-1,131300,Unassigned,-121.5599,-87.95733
ekljamcc-1,131302,Tumor Associated Fibroblasts,-176.75989,26.713186
eklkhjdd-1,131312,Tumor Associated Fibroblasts,-222.7061,34.91561
